store_id,store_name,region,sku,upc,department,subcategory,cost,retail,on_hand_start,received_units,sold_units,adjustments,on_hand_end,shrink_units,shrink_cost,shrink_type,shrink_reason_detail,date,week_number,shrink_rate,zero_sale_shrink,shrink_greater_than_sales,negative_sales_or_shrink
S002,Fortinos - West,Ontario,SKU0243,488066367387,Grocery,Canned,9.04,13.76,17.00,23.00,9.00,0.00,31.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0385,440430933225,General Merchandise,Batteries,14.12,27.16,31.00,19.00,12.00,0.00,38.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0280,405382941646,General Merchandise,Cleaning,37.79,54.74,63.00,19.00,38.00,0.00,44.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0104,437363917552,Bakery,Deli Bread,38.46,54.54,5.00,19.00,1.00,0.00,21.00,2.00,76.92,Spoilage,Damaged,9/22/2025,4,200.00%,0,1,0
S001,Loblaws - Midtown,Ontario,SKU0156,433060504030,Grocery,Beverages,28.8,43.3,50.00,14.00,27.00,0.00,37.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0235,421798476335,Seafood,Smoked Seafood,47.59,95.96,5.00,17.00,1.00,0.00,20.00,1.00,47.59,Vendor Shortage,Invoice mismatch,11/3/2025,10,100.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0239,404456489206,Health & Beauty,Razors,18.75,29.5,39.00,20.00,1.00,0.00,58.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0061,419025789079,Grocery,Snacks,2.57,4.3,62.00,18.00,36.00,0.00,43.00,1.00,2.57,Theft,Organized retail crime,11/3/2025,10,2.78%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0170,442525370668,Produce,Tomatoes,34.04,47.84,55.00,22.00,21.00,0.00,51.00,5.00,170.2,Spoilage,Temperature breach,11/10/2025,11,23.81%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0315,455728807534,Grocery,Cereal,6.97,11.72,55.00,20.00,25.00,0.00,50.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0015,467239597077,Grocery,Snacks,20.08,47.97,68.00,25.00,26.00,1.00,68.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0259,441959419085,Health & Beauty,Razors,39.02,72.33,62.00,20.00,12.00,0.00,70.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0085,422414752007,Meat,Prepared Meat,40.3,84.82,58.00,12.00,8.00,0.00,60.00,2.00,80.6,Spoilage,Past sell-by,11/3/2025,10,25.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0141,406769929259,Produce,Leafy Greens,38.27,54.64,54.00,22.00,30.00,0.00,42.00,4.00,153.08,Spoilage,Expired,10/13/2025,7,13.33%,0,0,0
S002,Fortinos - West,Ontario,SKU0204,412452255945,Health & Beauty,Toiletries,16.44,22.9,58.00,20.00,22.00,0.00,56.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0339,476931987464,Seafood,Shellfish,17.45,28.98,45.00,22.00,17.00,0.00,46.00,4.00,69.8,Spoilage,Expired,9/29/2025,5,23.53%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0329,482244073897,Health & Beauty,Razors,44.71,61.78,36.00,27.00,14.00,1.00,50.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0261,467178352419,Dairy,Milk,43.77,84.08,24.00,21.00,4.00,0.00,41.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0230,462784369933,Grocery,Snacks,41.69,99.88,62.00,13.00,27.00,0.00,48.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0157,496520698024,Frozen,Frozen Meals,45.71,77.51,22.00,16.00,8.00,0.00,30.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0368,443656354657,General Merchandise,Batteries,42.8,75.94,23.00,19.00,4.00,-1.00,37.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0378,492182899810,Produce,Leafy Greens,36.1,63.22,43.00,17.00,14.00,0.00,43.00,3.00,108.3,Spoilage,Temperature breach,11/10/2025,11,21.43%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0026,430313557786,Dairy,Cheese,43.96,106.87,23.00,27.00,3.00,0.00,46.00,1.00,43.96,Spoilage,Expired,9/22/2025,4,33.33%,0,0,0
S002,Fortinos - West,Ontario,SKU0221,490408041475,Seafood,Smoked Seafood,4.54,8.06,54.00,20.00,11.00,0.00,61.00,2.00,9.08,Process Error,Scan error,11/3/2025,10,18.18%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0304,471640522601,Health & Beauty,Razors,17.55,41.09,52.00,27.00,31.00,0.00,48.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0267,497748478439,Health & Beauty,Cosmetics,23.72,47.44,46.00,21.00,13.00,0.00,54.00,0.00,0,None,None,11/3/2025,10,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0397,488191355766,Frozen,Ice Cream,18.28,28.15,5.00,15.00,0.00,1.00,21.00,0.00,0,None,None,10/6/2025,6,Zero Sales,0,0,0
S002,Fortinos - West,Ontario,SKU0282,455359923040,Grocery,Beverages,37.29,88.12,103.00,14.00,56.00,-1.00,59.00,1.00,37.29,Process Error,Mislabeling,9/1/2025,1,1.79%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0117,431328503269,Produce,Bananas,20.52,31.11,49.00,16.00,5.00,0.00,56.00,4.00,82.08,Spoilage,Damaged,10/6/2025,6,80.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0306,422781041462,Meat,Pork,8.52,20.58,70.00,23.00,10.00,0.00,80.00,3.00,25.56,Spoilage,Damaged,9/8/2025,2,30.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0228,412546297132,Produce,Tomatoes,43.17,84.12,62.00,23.00,19.00,1.00,59.00,8.00,345.36,Spoilage,Past sell-by,9/29/2025,5,42.11%,0,0,0
S002,Fortinos - West,Ontario,SKU0168,492855948970,Meat,Prepared Meat,12.42,29.64,5.00,22.00,3.00,1.00,24.00,1.00,12.42,Process Error,Scan error,9/1/2025,1,33.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0008,441025702129,Frozen,Frozen Meals,41.56,83.29,63.00,15.00,27.00,0.00,51.00,0.00,0,Theft,Organized retail crime,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0371,436060325128,Dairy,Milk,40.91,88.76,50.00,15.00,24.00,0.00,41.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0102,434143322405,Produce,Bananas,10.37,12.72,45.00,25.00,23.00,0.00,42.00,5.00,51.85,Spoilage,Damaged,9/1/2025,1,21.74%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0231,416511934593,Meat,Prepared Meat,12.54,24.65,110.00,25.00,16.00,-1.00,114.00,4.00,50.16,Spoilage,Temperature breach,11/17/2025,12,25.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0036,457356271327,Meat,Prepared Meat,20.85,48.43,52.00,23.00,15.00,0.00,58.00,2.00,41.7,Process Error,Receiving error,10/13/2025,7,13.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0240,479296742767,Meat,Prepared Meat,27.94,62.29,89.00,21.00,21.00,0.00,86.00,3.00,83.82,Spoilage,Temperature breach,9/22/2025,4,14.29%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0251,401554039848,Frozen,Frozen Vegetables,18.45,26.46,56.00,23.00,28.00,0.00,51.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0048,456186690900,Produce,Citrus,33.04,63.93,79.00,20.00,31.00,0.00,60.00,8.00,264.32,Spoilage,Expired,9/22/2025,4,25.81%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0182,476470121639,Bakery,Deli Bread,18.61,41.46,48.00,20.00,15.00,0.00,46.00,7.00,130.27,Spoilage,Damaged,9/1/2025,1,46.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0004,479238749482,Frozen,Frozen Meals,14.27,33.25,62.00,31.00,12.00,0.00,81.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0351,408317931678,Meat,Pork,45.7,65.24,93.00,18.00,60.00,0.00,49.00,2.00,91.4,Process Error,Mislabeling,11/17/2025,12,3.33%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0262,409814270928,Meat,Beef,38.27,59.5,72.00,19.00,31.00,0.00,58.00,2.00,76.54,Theft,Shoplifting,9/29/2025,5,6.45%,0,0,0
S002,Fortinos - West,Ontario,SKU0267,497748478439,Health & Beauty,Cosmetics,23.72,47.44,35.00,18.00,14.00,0.00,39.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0188,449193025350,Seafood,Shellfish,33.69,72.98,101.00,26.00,45.00,0.00,75.00,7.00,235.83,Theft,Shoplifting,10/20/2025,8,15.56%,0,0,0
S003,Real Canadian - North,Ontario,SKU0232,431522969523,General Merchandise,Kitchenware,16.99,24.1,60.00,17.00,14.00,0.00,63.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0144,457251070810,Meat,Pork,34.84,54.86,35.00,22.00,24.00,0.00,31.00,2.00,69.68,Spoilage,Expired,9/29/2025,5,8.33%,0,0,0
S003,Real Canadian - North,Ontario,SKU0221,490408041475,Seafood,Smoked Seafood,4.54,8.06,20.00,21.00,3.00,0.00,36.00,2.00,9.08,Theft,Customer theft,11/17/2025,12,66.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0235,421798476335,Seafood,Smoked Seafood,47.59,95.96,85.00,18.00,35.00,0.00,65.00,3.00,142.77,Process Error,Scan error,10/27/2025,9,8.57%,0,0,0
S003,Real Canadian - North,Ontario,SKU0067,464074263026,Health & Beauty,Cosmetics,17.81,40.37,83.00,17.00,26.00,0.00,74.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0194,446328930011,Produce,Bananas,12.56,17.13,48.00,28.00,27.00,0.00,44.00,5.00,62.8,Process Error,Mislabeling,9/8/2025,2,18.52%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0138,460663637027,Dairy,Butter,34.59,72.97,82.00,22.00,23.00,0.00,80.00,1.00,34.59,Process Error,Scan error,9/8/2025,2,4.35%,0,0,0
S003,Real Canadian - North,Ontario,SKU0264,403996346509,Health & Beauty,Baby Formula,21.04,36.09,91.00,29.00,36.00,0.00,83.00,1.00,21.04,Theft,Customer theft,10/13/2025,7,2.78%,0,0,0
S002,Fortinos - West,Ontario,SKU0123,401298229437,Grocery,Snacks,35.55,48.51,73.00,19.00,27.00,0.00,64.00,1.00,35.55,Process Error,Counting error,9/29/2025,5,3.70%,0,0,0
S003,Real Canadian - North,Ontario,SKU0145,460287155135,Frozen,Frozen Vegetables,4.86,7.43,64.00,24.00,13.00,0.00,75.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0359,445000322710,Seafood,Fresh Fish,46.82,56.6,100.00,17.00,42.00,0.00,70.00,5.00,234.1,Spoilage,Expired,9/1/2025,1,11.90%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0235,421798476335,Seafood,Smoked Seafood,47.59,95.96,111.00,16.00,37.00,0.00,85.00,5.00,237.95,Spoilage,Temperature breach,9/15/2025,3,13.51%,0,0,0
S002,Fortinos - West,Ontario,SKU0389,498172392092,Bakery,Cakes,7.65,13.78,65.00,13.00,15.00,0.00,56.00,7.00,53.55,Spoilage,Past sell-by,10/6/2025,6,46.67%,0,0,0
S003,Real Canadian - North,Ontario,SKU0232,431522969523,General Merchandise,Kitchenware,16.99,24.1,34.00,24.00,16.00,0.00,42.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0198,400566090561,Meat,Beef,18.23,40.56,46.00,18.00,9.00,0.00,53.00,2.00,36.46,Vendor Shortage,Vendor mis-ship,10/13/2025,7,22.22%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0361,433040189511,Dairy,Yogurt,3.58,4.85,57.00,16.00,25.00,-1.00,46.00,1.00,3.58,Spoilage,Past sell-by,10/27/2025,9,4.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0398,414886374138,General Merchandise,Cleaning,40.24,86.08,82.00,16.00,17.00,0.00,81.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0175,467624999479,Produce,Citrus,41.73,99.06,58.00,26.00,16.00,0.00,62.00,6.00,250.38,Process Error,Scan error,10/6/2025,6,37.50%,0,0,0
S002,Fortinos - West,Ontario,SKU0195,428150108098,Bakery,Bread,29.53,66.65,62.00,22.00,9.00,0.00,66.00,9.00,265.77,Spoilage,Past sell-by,10/6/2025,6,100.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0169,487879969723,Seafood,Fresh Fish,13.07,20.02,26.00,17.00,11.00,0.00,31.00,1.00,13.07,Spoilage,Expired,11/10/2025,11,9.09%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0057,407928955072,Health & Beauty,Baby Formula,5.07,8.88,60.00,15.00,33.00,0.00,42.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0055,499243963817,Seafood,Shellfish,27.88,43.33,24.00,17.00,7.00,0.00,32.00,2.00,55.76,Spoilage,Damaged,10/20/2025,8,28.57%,0,0,0
S002,Fortinos - West,Ontario,SKU0067,464074263026,Health & Beauty,Cosmetics,17.81,40.37,13.00,16.00,8.00,0.00,21.00,0.00,0,None,None,9/8/2025,2,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0069,487407507057,Meat,Chicken,25.72,53.58,78.00,19.00,51.00,0.00,44.00,2.00,51.44,Vendor Shortage,Short delivery,9/1/2025,1,3.92%,0,0,0
S002,Fortinos - West,Ontario,SKU0058,442964901582,Dairy,Milk,38.67,78.43,63.00,16.00,16.00,0.00,62.00,1.00,38.67,Process Error,Scan error,11/17/2025,12,6.25%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0345,476570469531,Bakery,Pastries,13.92,26.87,22.00,28.00,9.00,0.00,35.00,6.00,83.52,Process Error,Receiving error,9/15/2025,3,66.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0148,407559101808,Health & Beauty,Razors,10.58,20.25,75.00,22.00,40.00,0.00,57.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0364,460787469138,Seafood,Shellfish,37.51,74.55,54.00,18.00,28.00,-2.00,40.00,2.00,75.02,Spoilage,Past sell-by,9/15/2025,3,7.14%,0,0,0
S003,Real Canadian - North,Ontario,SKU0212,415762586969,General Merchandise,Seasonal,20.84,48.68,40.00,18.00,17.00,0.00,41.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0374,449050081052,Seafood,Smoked Seafood,49.65,84.27,99.00,12.00,44.00,0.00,62.00,5.00,248.25,Spoilage,Past sell-by,9/29/2025,5,11.36%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0028,467258117644,Seafood,Fresh Fish,47.37,67.01,15.00,21.00,6.00,0.00,29.00,1.00,47.37,Process Error,Receiving error,10/20/2025,8,16.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0363,442694704901,Dairy,Milk,18.69,27.79,41.00,22.00,15.00,0.00,47.00,1.00,18.69,Spoilage,Past sell-by,10/20/2025,8,6.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0165,495203811810,Meat,Prepared Meat,15.32,18.96,68.00,22.00,21.00,-2.00,65.00,2.00,30.64,Spoilage,Expired,10/20/2025,8,9.52%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0195,428150108098,Bakery,Bread,29.53,66.65,74.00,16.00,35.00,0.00,44.00,11.00,324.83,Spoilage,Temperature breach,10/13/2025,7,31.43%,0,0,0
S003,Real Canadian - North,Ontario,SKU0095,476169673298,Frozen,Ice Cream,40.09,94.9,47.00,26.00,21.00,0.00,52.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0215,478505852701,Grocery,Cereal,11.69,20.55,37.00,18.00,13.00,0.00,42.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0199,435108120110,Grocery,Canned,3.09,6.69,5.00,16.00,3.00,0.00,18.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0059,463313104671,Dairy,Cheese,27.81,48.83,19.00,24.00,10.00,0.00,32.00,1.00,27.81,Vendor Shortage,Invoice mismatch,9/1/2025,1,10.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0380,493670995528,Meat,Beef,21.25,46.66,79.00,13.00,21.00,0.00,69.00,2.00,42.5,Spoilage,Expired,10/27/2025,9,9.52%,0,0,0
S003,Real Canadian - North,Ontario,SKU0029,429911710912,General Merchandise,Cleaning,46.48,101.41,12.00,30.00,5.00,0.00,37.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0270,485014149322,Frozen,Frozen Vegetables,23.13,31.09,62.00,25.00,23.00,0.00,64.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0148,407559101808,Health & Beauty,Razors,10.58,20.25,46.00,25.00,8.00,0.00,63.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0189,420300588783,General Merchandise,Cleaning,44.33,90.94,42.00,21.00,22.00,-1.00,40.00,0.00,0,None,None,9/29/2025,5,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0201,470660825243,General Merchandise,Kitchenware,11.47,22.94,10.00,26.00,1.00,0.00,35.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0023,489638194710,General Merchandise,Kitchenware,15.27,31.01,32.00,15.00,15.00,0.00,32.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0150,474349105720,Bakery,Pastries,1.18,2.04,104.00,23.00,32.00,0.00,78.00,17.00,20.06,Spoilage,Past sell-by,11/10/2025,11,53.13%,0,0,0
S003,Real Canadian - North,Ontario,SKU0057,407928955072,Health & Beauty,Baby Formula,5.07,8.88,52.00,21.00,27.00,0.00,46.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0343,439283815829,General Merchandise,Cleaning,2.58,6.3,5.00,22.00,1.00,0.00,26.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0260,429278324928,Frozen,Frozen Meals,40.16,55.42,65.00,24.00,33.00,1.00,57.00,0.00,0,None,None,9/15/2025,3,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0025,465816749115,Produce,Citrus,1.46,3.52,89.00,30.00,42.00,0.00,66.00,11.00,16.06,Spoilage,Temperature breach,10/6/2025,6,26.19%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0099,444577911667,Produce,Leafy Greens,10.98,17.84,23.00,28.00,6.00,2.00,43.00,4.00,43.92,Spoilage,Past sell-by,11/17/2025,12,66.67%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0393,480580872532,Produce,Bananas,36.35,70.03,55.00,28.00,27.00,1.00,51.00,6.00,218.1,Vendor Shortage,Vendor mis-ship,9/1/2025,1,22.22%,0,0,0
S003,Real Canadian - North,Ontario,SKU0131,416063561269,Dairy,Milk,47.41,69.7,24.00,22.00,3.00,0.00,43.00,0.00,0,Spoilage,Temperature breach,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0272,481611097405,Dairy,Butter,17.96,34.88,100.00,18.00,25.00,0.00,91.00,2.00,35.92,Spoilage,Damaged,9/1/2025,1,8.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0182,476470121639,Bakery,Deli Bread,18.61,41.46,49.00,22.00,19.00,-2.00,41.00,9.00,167.49,Spoilage,Damaged,9/22/2025,4,47.37%,0,0,0
S002,Fortinos - West,Ontario,SKU0310,408711797819,Grocery,Canned,2.75,5.59,27.00,23.00,6.00,0.00,44.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0018,410709568991,Seafood,Smoked Seafood,37.91,87.93,57.00,21.00,13.00,0.00,63.00,2.00,75.82,Spoilage,Expired,9/8/2025,2,15.38%,0,0,0
S002,Fortinos - West,Ontario,SKU0378,492182899810,Produce,Leafy Greens,36.1,63.22,32.00,20.00,30.00,0.00,17.00,5.00,180.5,Theft,Shoplifting,10/20/2025,8,16.67%,0,0,0
S002,Fortinos - West,Ontario,SKU0259,441959419085,Health & Beauty,Razors,39.02,72.33,48.00,24.00,9.00,0.00,63.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0339,476931987464,Seafood,Shellfish,17.45,28.98,5.00,18.00,0.00,-1.00,21.00,1.00,17.45,Spoilage,Temperature breach,10/20/2025,8,Zero Sales,1,1,0
S003,Real Canadian - North,Ontario,SKU0273,411459895758,Seafood,Smoked Seafood,26.41,44.07,67.00,25.00,19.00,0.00,70.00,3.00,79.23,Spoilage,Expired,9/22/2025,4,15.79%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0362,491935564292,Dairy,Cheese,25.37,59.97,33.00,24.00,14.00,0.00,43.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0353,438694507843,Dairy,Milk,28.61,38.32,56.00,18.00,26.00,1.00,49.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0037,451799937007,Produce,Bananas,36.55,81.9,90.00,21.00,45.00,0.00,60.00,6.00,219.3,Spoilage,Temperature breach,11/17/2025,12,13.33%,0,0,0
S002,Fortinos - West,Ontario,SKU0095,476169673298,Frozen,Ice Cream,40.09,94.9,31.00,17.00,12.00,0.00,36.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0244,470970334045,Health & Beauty,Razors,30.69,51.35,59.00,18.00,13.00,0.00,64.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0139,410470094617,Dairy,Butter,30.1,70.92,102.00,19.00,28.00,0.00,92.00,1.00,30.1,Spoilage,Expired,9/22/2025,4,3.57%,0,0,0
S003,Real Canadian - North,Ontario,SKU0346,482073503222,Dairy,Cheese,37.17,56.17,61.00,15.00,16.00,-2.00,57.00,1.00,37.17,Process Error,Receiving error,10/13/2025,7,6.25%,0,0,0
S003,Real Canadian - North,Ontario,SKU0311,480603475139,Dairy,Cheese,21.12,42.89,58.00,16.00,13.00,0.00,61.00,0.00,0,None,None,10/20/2025,8,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0020,477185193913,Health & Beauty,Baby Formula,43.11,52.38,46.00,22.00,25.00,0.00,43.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0350,444183381016,Health & Beauty,Cosmetics,14.63,18.68,19.00,17.00,1.00,0.00,35.00,0.00,0,None,None,10/6/2025,6,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0165,495203811810,Meat,Prepared Meat,15.32,18.96,5.00,15.00,3.00,0.00,17.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0350,444183381016,Health & Beauty,Cosmetics,14.63,18.68,80.00,22.00,32.00,0.00,70.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0134,439648888517,Dairy,Milk,35.49,75.02,24.00,15.00,14.00,0.00,25.00,0.00,0,None,None,10/27/2025,9,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0230,462784369933,Grocery,Snacks,41.69,99.88,29.00,22.00,17.00,0.00,34.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0263,459403893323,General Merchandise,Batteries,5.04,12.01,111.00,15.00,62.00,0.00,64.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0157,496520698024,Frozen,Frozen Meals,45.71,77.51,50.00,17.00,16.00,0.00,51.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0289,404092199300,General Merchandise,Batteries,7.57,15.06,29.00,17.00,9.00,0.00,37.00,0.00,0,None,None,11/17/2025,12,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0049,491071599800,Grocery,Cereal,35.95,54.29,125.00,16.00,44.00,0.00,96.00,1.00,35.95,Process Error,Mislabeling,10/27/2025,9,2.27%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0080,439018899720,Seafood,Smoked Seafood,26.01,52.61,14.00,19.00,8.00,0.00,23.00,2.00,52.02,Process Error,Receiving error,11/3/2025,10,25.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0261,467178352419,Dairy,Milk,43.77,84.08,72.00,14.00,21.00,1.00,66.00,0.00,0,None,None,9/22/2025,4,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0095,476169673298,Frozen,Ice Cream,40.09,94.9,5.00,12.00,1.00,0.00,16.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S002,Fortinos - West,Ontario,SKU0199,435108120110,Grocery,Canned,3.09,6.69,48.00,22.00,13.00,0.00,57.00,0.00,0,None,None,10/13/2025,7,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0340,435418530000,Dairy,Butter,28.13,41.98,54.00,23.00,9.00,0.00,67.00,1.00,28.13,Spoilage,Damaged,10/20/2025,8,11.11%,0,0,0
S003,Real Canadian - North,Ontario,SKU0132,411426451858,Bakery,Cakes,8.27,11.79,86.00,27.00,47.00,0.00,55.00,11.00,90.97,Spoilage,Expired,9/22/2025,4,23.40%,0,0,0
S003,Real Canadian - North,Ontario,SKU0132,411426451858,Bakery,Cakes,8.27,11.79,41.00,19.00,9.00,0.00,43.00,8.00,66.16,Theft,Organized retail crime,11/17/2025,12,88.89%,0,0,0
S001,Loblaws - Midtown,Ontario,SKU0093,406080704047,Grocery,Beverages,10.74,18.75,66.00,20.00,20.00,0.00,66.00,0.00,0,None,None,11/10/2025,11,0.00%,0,0,0
S003,Real Canadian - North,Ontario,SKU0126,434580399705,Health & Beauty,Baby Formula,47.08,85.73,79.00,12.00,27.00,0.00,64.00,0.00,0,None,None,9/1/2025,1,0.00%,0,0,0
